Provider,Tier,Latest Version,Latest Version Published,Created At,Days Since Update,,Protocol v4,Protocol v5,Protocol v6,,Cohort: Framework only,Cohort: SDKv2 only,Cohort: Framework+SDKv2,,Managed Resources,Resource Identities,Data Sources,Ephemeral Resources,List Resources,Actions,Provider Functions,Guides,Total Features,,Downloads,Version Count,Subcategories
jansdhillon/landscape,community,0.1.10,2026-03-05,,84,,,,✅,,✅,,,,8,0,4,0,0,0,0,0,12,,246,4,0
chong-techops/kubectl,community,1.16.0,2024-11-28,,546,,,✅,,,,✅,,,2,0,4,0,0,0,0,0,6,,245,1,0
divStar/zitactl,community,1.0.1,2025-10-25,,214,,,,✅,,✅,,,,2,0,1,0,0,0,0,0,3,,244,2,0
cozybear-dev/ct,community,0.15.0,2025-09-07,,262,,,✅,,,,✅,,,0,0,1,0,0,0,0,0,1,,243,2,0
joanayma/docker,community,3.0.3,2025-01-30,,482,,,✅,,,,✅,,,10,0,5,0,0,0,0,0,15,,243,1,0
JakeNeyer/ipam,community,0.1.5,2026-04-30,,28,,,,✅,,✅,,,,5,0,10,0,0,0,0,0,15,,243,6,0
binlab/jsonschema,community,0.6.2,2026-04-25,,32,,,✅,,,,✅,,,0,0,1,0,0,0,0,0,1,,243,2,0
moonlight8978/rauthy,community,1.0.3,2026-03-10,,79,,,,✅,,✅,,,,6,0,4,0,0,0,0,0,10,,242,4,0
Remangu/uptimerobot,community,0.9.8,2026-04-27,,31,,,✅,,,,✅,,,3,0,3,0,0,0,0,0,6,,242,2,0
appsandwich/permit,community,0.0.2,2025-11-21,,187,,,✅,,,,✅,,,6,0,0,0,0,0,0,0,6,,241,2,0
mjsully/upsnap,community,0.2.0,2025-10-05,,235,,,✅,,,,✅,,,2,0,0,0,0,0,0,0,2,,241,2,0
bartei/nixos,community,0.2.0,2026-04-27,,30,,,,✅,,✅,,,,1,0,1,0,0,0,0,0,2,,240,5,0
sntns/swarm,community,0.2.0,2025-09-30,,240,,,,✅,,✅,,,,2,0,0,0,0,0,0,0,2,,240,2,0
Flaconi/algolia,community,0.7.0,2026-05-19,,8,,,✅,,,,✅,,,6,0,2,0,0,0,0,0,8,,239,2,0
jporzucek/github,community,1.1.0,2025-02-21,,460,,,✅,,,,✅,,,71,0,62,0,0,0,0,0,133,,239,1,0
Leapfrog-DevOps/mssql,community,1.0.1,2025-11-07,,202,,,,✅,,✅,,,,5,0,1,0,0,0,0,0,6,,239,2,0
authava/authava,community,0.1.0,2025-04-11,,412,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,237,1,0
pier62350/kemp,community,0.5.0,2026-04-30,,27,,,,✅,,✅,,,,29,0,23,0,0,0,0,0,52,,237,14,7
clintdigital/sequin,community,0.1.3,2026-02-24,,92,,,,✅,,✅,,,,0,0,0,0,0,0,0,0,0,,237,3,0
winebarrel/statuspage,community,0.3.0,2026-03-04,,85,,,✅,,,,✅,,,14,0,10,0,0,0,0,0,24,,237,3,0
Spantree/utils,community,0.4.0,2025-11-08,,200,,,,✅,,✅,,,,0,0,1,0,0,0,0,0,1,,235,2,0
snowsidejon/virtfusion,community,1.0.4,2025-09-27,,242,,,✅,,,,✅,,,3,0,0,0,0,0,0,0,3,,235,2,0
arcpoint-ai/arcpoint,community,0.1.1,2025-11-06,,202,,,✅,,,,✅,,,3,0,0,0,0,0,0,1,3,,234,2,1
muhammadshahzad-ct/hashicups,community,0.2.4,2025-01-17,,496,,,,✅,,✅,,,,1,0,1,0,0,0,1,0,3,,234,1,0
danyojang/circleci-server,community,1.0.0,2026-03-08,,80,,,,✅,,✅,,,,0,0,0,0,0,0,0,0,0,,233,1,0
JaTiNevim/fortimanager,community,1.15.0,2026-03-17,,71,,,✅,,,,✅,,,"1,098",0,0,0,0,0,0,4,"1,098",,233,1,44
s2-streamstore/s2,community,0.3.0,2026-05-19,,8,,,,✅,,✅,,,,3,0,2,0,0,0,0,0,5,,232,5,0
emilianork/vault,community,4.5.23,2024-12-05,,538,,,,✅,,✅,,,,151,0,38,0,0,0,0,5,189,,232,1,0
admiral-io/admiral,community,0.1.2,2026-04-11,,47,,,,✅,,✅,,,,1,0,1,0,0,0,0,0,2,,231,3,0
avassa-systems/avassa,community,0.0.3,2026-01-29,,119,,,,✅,,✅,,,,6,0,3,0,0,0,0,0,9,,231,2,0
jonatas-lima/dns,community,1.0.0,2025-04-15,,407,,,✅,,,,✅,,,8,0,8,0,0,0,0,0,16,,231,1,0
Arsolitt/garagehq,community,1.1.0,2026-02-20,,96,,,✅,,,,✅,,,5,0,0,0,0,0,0,4,5,,231,2,0
diegosecops/googleworkspace,community,0.7.2,2025-10-16,,224,,,,✅,,✅,,,,13,0,14,0,0,0,0,1,27,,231,2,0
outsmartly/shopify,community,0.2.12,2024-10-29,,576,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,231,1,0
kubiieo/cloudability,community,1.1.0,2026-02-27,,90,,,,✅,,✅,,,,7,0,4,0,0,0,0,0,11,,230,1,0
discue/discue,community,1.0.0,2024-10-27,,577,,,,✅,,✅,,,,4,0,0,0,0,0,0,0,4,,230,1,0
valentindeaconu/func,community,0.1.0,2025-02-14,,467,,,,✅,,✅,,,,0,0,1,0,0,0,0,0,1,,230,1,0
sikalabsx/slr,community,0.2.0,2025-11-21,,187,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,230,2,0
Devcastops/youtube,community,0.0.1,2024-11-27,,547,,,,✅,,✅,,,,1,0,1,0,0,0,0,0,2,,230,1,0
Yuchen-Fortinet/example,community,1.0.0,2024-12-02,,542,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,228,1,0
Freundschaft/proxmox,community,3.0.2-rc07-socks,2025-12-23,,155,,,✅,,,,✅,,,5,0,0,0,0,0,0,4,5,,228,2,0
bachorp/secret,community,2.1.0,2025-11-23,,185,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,228,2,0
atensecurity/thoth,community,0.1.11,2026-05-11,,17,,,✅,,,,✅,,,23,0,39,0,0,0,0,0,62,,228,12,2
ZentriaMC/ct,community,0.14.0,2024-11-11,,562,,,✅,,,,✅,,,0,0,1,0,0,0,0,0,1,,227,1,0
sylr/scalr,community,3.13.1-sylr.1,2026-02-07,,109,,,✅,,,,✅,,,35,0,31,0,0,0,0,0,66,,224,4,0
freefair/cidata,community,0.1.0,2026-04-11,,46,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,223,1,0
CSC478-WCU/fabric,community,0.1.1,2025-09-30,,239,,,✅,,,,✅,,,1,0,2,0,0,0,0,0,3,,223,2,0
jkossis/jellyfin,community,1.0.1,2025-12-17,,161,,,,✅,,✅,,,,1,0,1,0,0,0,0,0,2,,223,2,0
linkcode-labs/stratoid,community,0.1.6,2024-12-03,,541,,,,✅,,✅,,,,1,0,1,0,0,0,1,0,3,,223,1,0
danielmelogpi/typesense,community,1.0.1,2025-12-10,,168,,,,✅,,✅,,,,5,0,0,0,0,0,0,0,5,,223,2,0
Dev-terraform-icdc/icdc,community,1.0.2,2026-02-19,,97,,,✅,,,,✅,,,8,0,1,0,0,0,0,2,9,,222,3,3
ntthuan060102github/thuannt,community,1.0.1,2024-12-16,,528,,,✅,,,,✅,,,97,0,53,0,0,0,0,2,150,,222,1,17
arcusis/coolify,community,1.1.18,2026-05-16,,11,,,✅,,,,✅,,,40,0,37,0,0,0,0,0,77,,221,29,0
mdrobniu/cortex,community,0.1.3,2026-02-21,,96,,,,✅,,✅,,,,39,0,3,0,0,0,0,1,42,,221,4,1
freefair/ipam,community,0.1.0,2026-04-11,,46,,,✅,,,,✅,,,2,0,0,0,0,0,0,0,2,,221,1,0
blitztide/nocloudiso,community,0.0.6,2025-06-18,,343,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,221,1,0
EthDevOps/semaphoreui,community,0.3.4,2025-12-02,,176,,,,✅,,✅,,,,13,0,15,0,0,0,0,0,28,,221,2,0
terraform-zstack-modules/zsphere,community,5.0.0,2026-03-23,,66,,,,✅,,✅,,,,13,0,13,0,0,0,0,0,26,,221,3,0
DEXPRO-Solutions-GmbH/hosttech,community,0.1.0,2024-11-21,,552,,,,✅,,✅,,,,1,0,1,0,0,0,0,0,2,,220,1,0
gabornyergesX/supabase,community,1.0.0,2025-01-05,,508,,,,✅,,✅,,,,3,0,3,0,0,0,0,0,6,,220,1,0
rwx-research/mint,community,1.0.0,2025-01-22,,490,,,,✅,,✅,,,,2,0,0,0,0,0,0,0,2,,219,1,0
robo-cap/oke-token,community,0.1.3,2026-04-03,,55,,,✅,,,,✅,,,0,0,1,0,0,0,0,0,1,,219,4,0
Ihor-kolomiiets/rancher-2windows,community,1.0.0,2024-11-22,,551,,,✅,,,,✅,,,44,0,29,0,0,0,0,1,73,,219,1,0
iwonderanddev/awx,community,0.2.4,2026-05-27,,1,,,,✅,,✅,,,,87,0,24,0,0,0,0,0,111,,218,4,0
therealkaban9/mongodb,community,1.0.0,2025-12-01,,177,,,,✅,,✅,,,,3,0,0,0,0,0,0,0,3,,218,1,1
winiciusallan/openstack,community,3.0.1,2025-05-08,,384,,,✅,,,,✅,,,97,0,53,0,0,0,0,2,150,,218,1,17
Seguret/proxmox,community,0.1.0,2026-02-24,,92,,,✅,,,,✅,,,88,0,71,0,0,0,0,0,159,,218,1,0
LegendPawel-Marut/datalineage,community,1.0.3,2026-03-23,,65,,,,✅,,✅,,,,1,0,1,0,0,0,0,0,2,,217,4,0
Mongey/dockerhub,community,0.1.4,2025-02-14,,467,,,✅,,,,✅,,,4,0,0,0,0,0,0,0,4,,217,1,0
NGizila/sftpgo,community,0.0.18-gcsendpoint-1,2025-11-20,,188,,,,✅,,✅,,,,11,0,11,0,0,0,0,0,22,,216,1,0
elice-dev/elice,community,0.1.0-alpha,2025-01-09,,504,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,215,1,0
Vandebron/googleworkspace,community,0.0.3-alpha,2026-01-22,,125,,,,✅,,✅,,,,1,0,2,0,0,0,0,0,3,,215,3,0
j6s/sweego-provider,community,0.2.1,2026-02-07,,110,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,215,3,0
calii23/custom,community,0.0.1,2025-06-28,,333,,,,✅,,✅,,,,1,0,1,0,0,0,0,0,2,,214,1,0
Facets-cloud/argocd,community,0.1.2,2024-04-04,,784,,,✅,,,,✅,,,10,0,1,0,0,0,0,0,11,,213,1,0
terraform-mars/openai,community,0.3.0,2026-01-14,,134,,,,✅,,✅,,,,3,0,2,0,0,0,0,0,5,,213,3,0
sea-watch/proxmox,community,3.0.2-rc07-socks,2026-01-06,,141,,,✅,,,,✅,,,5,0,0,0,0,0,0,4,5,,213,2,0
geldata/daytona,community,0.1.0,2025-08-27,,273,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,212,1,0
birotaio/mapbox,community,0.0.1,2026-03-20,,68,,,,✅,,✅,,,,2,0,2,0,0,0,0,0,4,,212,1,0
ayuspoudel/sentinel,community,0.3.0,2026-01-20,,127,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,212,6,0
bananalab/typesense,community,0.1.1,2025-01-09,,504,,,,✅,,✅,,,,2,0,1,0,0,0,0,0,3,,212,1,0
mulesoft/anypoint,partner,1.0.3,2026-05-27,,1,,,✅,,,,✅,,,89,0,19,0,0,0,0,0,108,,211,12,6
knightmre/twilio,community,1.0.0,2025-02-11,,471,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,211,1,0
nbo-rmcbfm/bpkio,community,1.0.0,2025-07-25,,307,,,,✅,,✅,,,,4,0,8,0,0,0,0,0,12,,210,1,0
clouddicted/ceph,community,0.0.4,2026-01-12,,135,,,,✅,,✅,,,,3,0,5,0,0,0,0,0,8,,210,4,0
winebarrel/multireplace,community,0.1.0,2025-07-12,,320,,,✅,,,,✅,,,0,0,0,0,0,0,2,0,2,,210,1,0
ceski23/garage2,community,0.1.1,2025-04-22,,400,,,✅,,,,✅,,,5,0,0,0,0,0,0,0,5,,209,1,0
nokia-eda/gitlab-v1alpha1,community,1.1.0,2026-04-30,,28,,,,✅,,✅,,,,8,0,19,0,0,0,0,0,27,,209,3,0
FlowerWitch/hashicups,community,0.2.2,2026-01-05,,143,,,,✅,,✅,,,,1,0,1,1,0,1,1,0,5,,208,2,0
techbytes09/looker,community,0.1.1,2026-01-16,,131,,,✅,,,,✅,,,8,0,5,0,0,0,0,0,13,,208,2,0
DiegoBulhoes/postgresql,community,0.2.5,2026-04-03,,54,,,✅,,,,✅,,,5,0,9,0,0,0,0,2,14,,208,6,4
planeopscc/protonpass,community,1.2.0,2026-05-25,,3,,,,✅,,✅,,,,4,0,4,0,0,0,0,3,8,,208,4,0
netautomate/netorca,community,0.1.0,2025-03-05,,448,,,,✅,,✅,,,,1,0,2,0,0,0,0,0,3,,207,1,0
authzx/authzx,community,0.3.0,2026-04-20,,38,,,✅,,,,✅,,,5,0,0,0,0,0,0,0,5,,205,3,0
jawjawjaw/hello,community,1.0.0,2025-03-04,,449,,,,✅,,✅,,,,1,0,1,1,0,0,1,0,4,,205,1,0
ardroci/phantomplan,community,0.2.2,2025-01-10,,502,,,,✅,,✅,,,,0,0,1,0,0,0,0,0,1,,205,1,0
jackkleeman/azurerm,community,4.54.0-nodeprovisioning,2025-11-19,,189,,,✅,,,,✅,,,"1,112",0,398,2,2,1,2,12,"1,517",,204,1,115
sugarshin/liff,community,0.0.3,2026-03-15,,73,,,,✅,,✅,,,,1,0,2,0,0,0,0,0,3,,203,3,0
AdconnectDevOps/regions,community,1.0.6,2025-08-29,,272,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,203,1,0
elioseverojunior/docker,community,1.0.0,2026-01-10,,137,,,,✅,,✅,,,,16,0,15,0,0,0,0,0,31,,202,2,0
Lerentis/flipt,community,1.1.0,2026-01-16,,132,,,,✅,,✅,,,,6,0,5,0,0,0,0,0,11,,202,2,0
unikraft-cloud/ukc,community,0.5.0,2026-02-16,,101,,,,✅,,✅,,,,2,0,4,0,0,0,0,0,6,,202,3,0
jesinity/artifact,community,0.1.8,2026-02-06,,111,,,✅,,,,✅,,,4,0,0,0,0,0,0,0,4,,201,4,0
davidspek/postgresql,community,1.26.0-beta.0,2025-05-06,,386,,,✅,,,,✅,,,15,0,3,0,0,0,0,0,18,,201,1,0
Privata-VPN/ishosting,community,0.3.0,2026-03-28,,61,,,,✅,,✅,,,,2,0,3,0,0,0,0,0,5,,200,4,0
cyril-s/libvirt,community,1.0.0,2025-08-21,,279,,,✅,,,,✅,,,6,0,3,0,0,0,0,0,9,,200,1,0
justdanp/azureipam,community,2.0.1,2026-04-08,,49,,,,✅,,✅,,,,6,0,10,0,0,0,0,0,16,,198,2,0
zhubCode/jumpserver,community,1.0.0,2025-10-09,,231,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,198,1,0
iwoca/mongodb,community,1.0.1,2026-01-24,,123,,,✅,,,,✅,,,2,0,0,0,0,0,0,0,2,,198,2,0
fwfurtado/onepassword,community,0.3.0,2026-01-28,,119,,,,✅,,✅,,,,11,0,0,1,0,0,0,0,12,,198,3,0
blechschmidt/pkcs11,community,0.0.11-pre,2026-02-17,,99,,,,✅,,✅,,,,5,0,8,0,0,0,0,0,13,,198,10,0
ThomasSaisonOrganizationCORPORATE/thomas-corporate,community,0.0.3,2025-02-10,,471,,,,✅,,✅,,,,1,0,1,1,0,0,1,0,4,,198,1,0
JulesDT/jules-poc,community,1.0.0,2025-02-20,,461,,,,✅,,✅,,,,1,0,1,1,0,0,1,0,4,,197,1,0
byerobot/mysql,community,0.0.1,2025-01-10,,502,,,✅,,,,✅,,,9,0,2,0,0,0,0,0,11,,197,1,0
plancost/plancost,community,0.1.0,2026-01-22,,126,,,,✅,,✅,,,,1,0,0,0,0,0,0,13,1,,196,1,0
prog76/postgresql,community,0.0.1,2025-08-11,,289,,,✅,,,,✅,,,15,0,3,0,0,0,0,0,18,,196,1,0
zahornyak/uptime-kuma-wapi,community,0.4.5,2025-05-19,,373,,,,✅,,✅,,,,8,0,1,0,0,0,0,0,9,,196,1,0
TrueTickets/appleappstoreconnect,community,1.2.2,2025-07-14,,317,,,,✅,,✅,,,,2,0,3,0,0,0,0,0,5,,195,2,0
kgns/aws-custom,community,6.32.2,2026-02-13,,103,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,194,1,0
combor/ona,community,0.4.2,2026-05-14,,13,,,,✅,,✅,,,,4,0,8,0,0,0,0,0,12,,194,4,0
probablyclever/sqlite,community,1.0.4,2025-11-17,,192,,,✅,,,,✅,,,0,0,1,0,0,0,0,0,1,,194,2,0
Lenstra/ghost,community,0.0.2,2025-02-23,,458,,,,✅,,✅,,,,1,0,2,0,0,0,0,0,3,,193,2,0
kam1kaze/helm,community,3.1.8-k3,2026-02-27,,89,,,✅,,,,✅,,,1,0,1,0,0,0,0,2,2,,193,3,0
parente/googleworkspace,community,0.8.0,2025-09-08,,262,,,✅,,,,✅,,,13,0,14,0,0,0,0,1,27,,192,1,0
pdishark/hashicups,community,0.0.1,2025-01-31,,481,,,,✅,,✅,,,,1,0,1,0,0,0,1,0,3,,192,1,0
wfdewith/kea,community,0.0.3,2026-01-25,,122,,,,✅,,✅,,,,1,0,1,0,0,0,0,0,2,,192,3,0
nokia-eda/management-v1alpha1,community,1.0.1,2026-01-31,,117,,,,✅,,✅,,,,4,0,10,0,0,0,0,0,14,,192,2,0
SSHcom/privx,community,1.43.0,2026-05-20,,7,,,,✅,,✅,,,,15,0,18,0,0,0,0,0,33,,191,3,0
Skybound1/skybound,community,2.6.2,2025-12-29,,149,,,,✅,,✅,,,,1,0,1,1,0,1,1,0,5,,191,2,0
barodeur/truenas,community,0.3.0,2026-02-27,,90,,,✅,,,,✅,,,24,0,6,0,0,0,0,0,30,,191,3,0
mantisec/umbrella,community,0.0.4,2025-06-15,,346,,,✅,,,,✅,,,2,0,0,0,0,0,0,0,2,,191,1,0
cchrist1967/cjc,community,0.0.2,2024-11-02,,571,,,,✅,,✅,,,,0,0,0,0,0,0,0,0,0,,190,2,0
TOKIUM/ddff,community,0.1.3,2026-05-21,,7,,,,✅,,✅,,,,4,0,2,0,0,0,0,0,6,,190,4,0
moonpay/github,community,1.0.0,2025-02-26,,456,,,✅,,,,✅,,,71,0,62,0,0,0,0,0,133,,190,1,0
lukaszf/kafka-connect,community,1.0.6,2026-05-22,,6,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,190,5,0
R0flcopt3r/kea-dhcp4,community,1.2.0,2025-06-30,,331,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,190,1,0
fijolekProjects/statuspage,community,0.0.2,2025-04-30,,392,,,✅,,,,✅,,,4,0,0,0,0,0,0,0,4,,190,1,0
HiranAdikari/vyos,community,0.2.0,2026-04-21,,37,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,190,3,0
HiranAdikari/asgardeo,community,0.1.2,2026-05-09,,19,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,189,3,0
weesp-ai/sendgrid,community,0.2.0,2026-05-24,,4,,,,✅,,✅,,,,3,0,0,0,0,0,0,0,3,,189,1,0
tflz/aws-config,community,0.0.3,2026-04-14,,43,,,,✅,,✅,,,,0,0,0,0,0,0,0,0,0,,188,3,0
ceski23/garage,community,1.0.4,2025-04-18,,404,,,✅,,,,✅,,,5,0,0,0,0,0,0,0,5,,188,1,0
atorrescogollo/github,community,6.6.1,2025-04-29,,394,,,✅,,,,✅,,,71,0,62,0,0,0,0,0,133,,188,1,0
es6kr/installer,community,0.7.0,2025-02-15,,466,,,✅,,,,✅,,,5,0,2,0,0,0,0,0,7,,188,1,0
ntthuan060102github/thuanntpoc,community,0.0.1,2025-03-27,,427,,,,✅,,✅,,,,0,0,0,0,0,0,0,0,0,,188,1,0
AshleyJackson/instatus,community,0.1.9,2026-01-22,,126,,,✅,,,,✅,,,2,0,0,0,0,0,0,0,2,,187,5,0
kylemclaren/openclaw,community,0.1.0,2026-02-20,,96,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,187,1,0
Diyckstra/deyckstra,community,25.1.4,2025-07-15,,317,,,✅,,,,✅,,,84,0,70,0,0,0,0,0,154,,186,3,15
tcgsandbox/tcg-sandbox,community,0.0.3,2026-03-24,,64,,,,✅,,✅,,,,3,0,3,0,0,0,0,0,6,,185,3,0
Thunderbottom/warpgate,community,1.0.0,2025-03-25,,429,,,,✅,,✅,,,,5,0,3,0,0,0,0,0,8,,185,1,0
TomiwaAribisala-git/xata,community,0.2.0,2025-03-23,,430,,,,✅,,✅,,,,1,0,1,0,0,0,0,0,2,,185,1,0
circleyu/zendesk,community,1.0.3,2026-03-06,,83,,,✅,,,,✅,,,25,0,5,0,0,0,0,0,30,,185,2,0
alexpekurovsky/confluence,community,1.0.6,2026-04-15,,42,,,✅,,,,✅,,,2,0,0,0,0,0,0,0,2,,184,2,0
X-Cli/ssh2vsock,community,0.0.1-pre,2025-03-12,,441,,,,✅,,✅,,,,0,0,1,1,0,0,2,0,4,,184,1,0
jamesainslie/package,community,0.1.0,2025-09-29,,241,,,,✅,,✅,,,,3,0,12,0,0,0,0,0,15,,183,1,0
jxinging/byteplus,community,0.0.25,2026-04-22,,36,,,✅,,,,✅,,,192,0,176,0,0,0,0,0,368,,182,2,28
lzuba-ixo/hibob,community,1.0.2,2025-04-17,,405,,,,✅,,✅,,,,0,0,1,0,0,0,0,0,1,,182,1,0
devkoriel/sentry,community,0.1.1,2025-03-25,,429,,,,✅,,✅,,,,20,0,12,0,0,0,0,0,32,,181,1,0
mircea-c/latitudesh,community,1.3.1,2025-05-01,,391,,,✅,,,,✅,,,10,0,3,0,0,0,0,0,13,,180,1,0
vdbe/sops,community,1.3.0,2025-06-04,,357,,,,✅,,✅,,,,0,0,2,0,0,0,0,0,2,,180,1,0
ms-henglu/starlark,community,0.2.0,2026-01-21,,127,,,,✅,,✅,,,,0,0,0,0,0,0,1,0,1,,180,2,0
qumulustech/strato,community,0.0.7,2025-10-29,,210,,,,✅,,✅,,,,2,0,2,0,0,0,0,0,4,,180,1,0
taptap/volcengine,community,0.0.196-patch.1,2026-04-20,,37,,,✅,,,,✅,,,404,0,400,0,0,0,0,0,804,,180,2,48
jose-yay/metaplane,community,0.2.0,2025-12-30,,149,,,,✅,,✅,,,,1,0,2,0,0,0,0,0,3,,179,2,0
poroping/netbox,community,0.1.4,2026-05-01,,27,,,✅,,,,✅,,,12,0,12,0,0,0,0,0,24,,179,5,0
breenmachine/terratester,community,1.0.3,2025-05-28,,365,,,,✅,,✅,,,,1,0,1,0,0,0,0,0,2,,179,1,0
chatbotkit/chatbotkit,community,1.2.0,2026-05-17,,11,,,✅,,,,✅,,,20,0,4,0,0,0,0,0,24,,178,4,0
paulden/meilisearch,community,0.2.2,2025-05-05,,387,,,,✅,,✅,,,,2,0,3,0,0,0,0,0,5,,178,1,0
cgascoig/nutanix,community,2.3.1,2025-09-11,,259,,,✅,,,,✅,,,114,0,161,0,0,0,0,0,275,,178,1,0
prisma/prisma-postgres,community,0.2.0,2026-01-09,,138,,,,✅,,✅,,,,3,0,1,0,0,0,0,0,4,,178,1,0
scaleoutsean/solidfire,community,0.4.6,2026-05-15,,12,,,✅,✅,,,,✅,,9,0,9,0,0,0,0,0,18,,178,5,0
antonymachut/swapi,community,0.0.1,2025-07-28,,304,,,,✅,,✅,,,,1,0,1,0,0,0,0,0,2,,178,1,0
avishayil/wordpress,community,0.1.0,2025-06-11,,350,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,178,1,0
nokia-eda/github-v1alpha1,community,1.1.0,2026-04-30,,28,,,,✅,,✅,,,,8,0,19,0,0,0,0,0,27,,177,3,0
ryanolee/openhue,community,1.0.2,2025-03-31,,422,,,,✅,,✅,,,,2,0,1,0,0,0,1,0,4,,177,1,0
roko99/pkcs8,community,0.1.0,2026-01-15,,132,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,177,1,0
clouboutin-tb/sample,community,0.1.0,2025-08-05,,296,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,177,1,0
TrueWatchTech/truewatch,community,0.0.2,2026-03-26,,63,,,✅,,,,✅,,,6,0,2,0,0,0,0,0,8,,177,3,0
Fishbowl-Solutions/cmbox,community,1.0.0,2025-10-13,,226,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,176,1,0
cchrist1967/eggco,community,0.1.2,2024-11-09,,565,,,,✅,,✅,,,,0,0,0,0,0,0,0,0,0,,176,2,0
cdsre/ephemeral-utils,community,0.1.0,2025-10-02,,237,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,176,1,0
sebps/huggingface,community,0.0.1,2025-05-13,,379,,,,✅,,✅,,,,1,0,1,0,0,0,0,0,2,,176,1,0
dscain/technitium,community,0.5.0,2025-10-13,,226,,,,✅,,✅,,,,2,0,0,0,0,0,0,0,2,,176,1,0
ryan-blunden/dub,community,0.0.1,2025-07-22,,310,,,,✅,,✅,,,,2,0,2,0,0,0,0,0,4,,175,1,0
pstleu/freeipa,community,1.1.0,2025-05-23,,369,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,175,1,0
4ek0/neko,community,0.2.5,2026-01-05,,142,,,,✅,,✅,,,,1,0,1,1,0,1,1,0,5,,175,2,0
labd/voyado,community,0.1.1,2026-04-16,,41,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,175,1,0
nkbud/agentsmith,community,0.0.2,2025-09-07,,262,,,,✅,,✅,,,,7,0,5,0,0,0,0,0,12,,174,1,0
Matovidlo/test,community,0.0.2,2025-07-08,,323,,,,✅,,✅,,,,0,0,0,0,0,0,0,0,0,,174,1,0
seaburr/tribal,community,0.1.0,2026-03-28,,60,,,✅,,,,✅,,,3,0,0,0,0,0,0,0,3,,174,3,0
bogware/unstructured,community,0.7.4,2026-03-09,,80,,,,✅,,✅,,,,3,0,5,0,0,0,0,0,8,,174,2,0
tirumalesh-induz/izysafe,community,0.1.11,2025-07-14,,318,,,,✅,,✅,,,,2,0,0,0,0,0,0,0,2,,173,1,0
sriniously/sevalla,community,1.0.0,2025-07-24,,308,,,,✅,,✅,,,,5,0,5,0,0,0,0,0,10,,173,1,0
nokia-eda/stdout-v1alpha1,community,1.1.0,2026-04-30,,28,,,,✅,,✅,,,,2,0,6,0,0,0,0,0,8,,173,3,0
cwinters8/tunnel,community,1.2.4,2025-06-10,,351,,,,✅,,✅,,,,0,0,2,2,0,0,0,0,4,,173,1,0
metal3-community/ironic,community,1.0.0,2025-07-11,,320,,,,✅,,✅,,,,5,0,1,0,0,0,0,0,6,,172,1,0
sudoswedenab/sudo,community,0.1.1,2025-05-13,,379,,,,✅,,✅,,,,0,0,1,0,0,0,0,0,1,,172,1,0
TerraConstructs/tconsaws,community,1.0.0,2025-07-29,,303,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,172,1,0
maroda/toadlester,community,0.1.3,2026-01-17,,131,,,,✅,,✅,,,,1,0,1,0,0,0,0,0,2,,172,2,0
puzl-cloud/kubernetes,community,2.38.0,2025-11-17,,191,,,✅,,,,✅,,,82,0,26,2,0,0,3,4,113,,171,1,24
Rivestack/rivestack,community,0.1.2,2026-03-01,,87,,,,✅,,✅,,,,6,0,3,0,0,0,0,0,9,,171,3,0
7fELF/vault-secrets-as-code,community,0.0.2,2025-03-05,,448,,,,✅,,✅,,,,0,0,0,0,0,0,0,0,0,,171,2,0
steigr/keepass,community,1.0.2,2025-10-12,,227,,,✅,,,,✅,,,0,0,1,0,0,0,0,0,1,,170,1,0
trafgals/cloudflare,community,1.0.60,2026-03-27,,61,,,,✅,,✅,,,,225,0,376,0,0,0,0,6,601,,169,4,0
